LFS_NR,AF_DATUM,ARTIKEL_NR,MANDANT,KUNDE,KUNDEN_NR,STANDORT,STANDORT_NR,HERKUNFT,HERKUNFT_NR,Monat,AF_STATUS,GT_BEZEICHNUNG,LPOS_BEZEICHNUNG,LPOS_MENGE,LPOS_ME,ZIEL_KURZ,LIEFERANT,LIEFERANTEN_NR,BEFOERDERER,LST_ART,ZU_AB,FAHRZEUGKNZ
5356723,05.08.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Bauschutt zu Kleinknecht,Bauschutt,"0,0000",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,
5356722,06.08.2025 00:00:00,51B1021,01,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Benningen,2,Aug.,zugeordnet,Output Benningen - Bauschutt zu Kleinknecht,Bauschutt,"0,0000",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,
5341425,05.08.2025 00:00:00,20P1030,02,GreenCycle GmbH,113631,GreenCycle,77787,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Lidl + Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5350974,05.08.2025 00:00:00,20P1030,01,GreenCycle GmbH,113631,GreenCycle,77787,Benningen,2,Aug.,zugeordnet,Output Benningen - Kartonagen B19 Bereitstellung Lidl+Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5275107,04.09.2025 00:00:00,90I0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Infektiöse Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275107,04.09.2025 00:00:00,90Z0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Zytostatika Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275107,04.09.2025 00:00:00,90T0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,"infektiöse Abfälle, tierisch","0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275107,04.09.2025 00:00:00,90O0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Körper und Organabfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,sonstige Stoffleistung,Herkunft/Ziel,LB HA 9606
5275108,18.09.2025 00:00:00,90I0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Infektiöse Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275108,18.09.2025 00:00:00,90Z0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Zytostatika Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275108,18.09.2025 00:00:00,90T0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,"infektiöse Abfälle, tierisch","0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275108,18.09.2025 00:00:00,90O0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Sept.,zugeordnet,Bielefeld,Körper und Organabfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,sonstige Stoffleistung,Herkunft/Ziel,LB HA 9606
5356543,06.08.2025 00:00:00,20P1031,02,B.I.R.D. Recycling GmbH & Co. KG,117175,BIRD,148134,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Marktmenge zu BIRD,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,BIRD,BIRD,,,Verwertung,Herkunft/Ziel,
5369073,19.08.2025 00:00:00,70M1510,01,SKB Rohstoff und Recycling GmbH,117619,SKB,88688,Kirchberg,923,Aug.,zugeordnet,Blechabfälle E8,Blechabfälle E8,"0,0000",to,SKB,SKB,,,Verwertung,Herkunft/Ziel,
5347656,31.07.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Juli,erledigt,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"24,4500",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,PF FT 1015
5356864,05.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,
5275355,26.09.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Sept.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 816
5275349,15.08.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Aug.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 816
5369531,06.08.2025 00:00:00,41K1010,02,WRZ Hörger GmbH & Co. KG,120741,WRZörger,94344,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 310 Kunststoff-Folie Absaugung zu Tyrma,DS 310 Kunststoff-Folien,"0,0000",to,Tyrma,WRZ Hörger,,,Verwertung,Herkunft/Ziel,
5356639,08.08.2025 00:00:00,10S1030,01,EEW Energy from Waste Heringen GmbH,125456,EEW,102338,Karlsruhe,824,Aug.,zugeordnet,Output Karlsruhe - gemischte Siedlungsabfälle zu EEW Heringen,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,EEW Heringen,EEW Heringen,10072,,sonstige Stoffleistung,Herkunft/Ziel,
5333952,30.07.2025 00:00:00,30H1070,02,Zarges-Graf Recycling & Logistik GmbH,138285,Zarges-Graf,127999,Schwaigern,4,Juli,erledigt,Output Schwaigern - Holz AI Hackschnitzel zur EVO Offenbach,Holz AI Hackschnitzel,"17,4800",to,EVO Pelletwerk,Zarges-Graf,10069,,Verwertung,Herkunft/Ziel,VB ZG 680
5333954,06.08.2025 00:00:00,30H1070,02,Zarges-Graf Recycling & Logistik GmbH,138285,Zarges-Graf,127999,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Holz AI Hackschnitzel zur EVO Offenbach,Holz AI Hackschnitzel,"0,0000",to,EVO Pelletwerk,Zarges-Graf,10069,,Verwertung,Herkunft/Ziel,
5333961,05.08.2025 00:00:00,30H2060,02,Zarges-Graf Recycling & Logistik GmbH,138285,Zarges-Graf,127999,Schwaigern,4,Aug.,offen,Output Schwaigern - Holz AII Hackschnitzel nach Germersheim,Holz AII Hackschnitzel,"0,0000",to,Rheinspan,Zarges-Graf,10069,,,,
5347245,01.08.2025 00:00:00,18S1020,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Sperrmüll LK HOH zu Meinhardt Mainz,Sperrmüll kommunal,"0,0000",to,Meinhardt Mainz,HavLog,,,Verwertung,Herkunft/Ziel,
5347253,31.07.2025 00:00:00,11S1042,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Schwaigern,4,Juli,zugeordnet,Output Schwaigern - Sortierreste lose (DS 831) nach Darmstadt,DS 831 LVP Sortierreste lose,"0,0000",to,MHKW Darmstadt,HavLog,,,Verwertung,Herkunft/Ziel,
5356702,06.08.2025 00:00:00,10S2020,01,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg - Offenbach Sonstige Abfälle a.d. mech.Behandlung,Sonstige Abfälle a.d. mech.Behandlung,"0,0000",to,MVA Offenbach,HavLog,,,Verwertung,Herkunft/Ziel,
5347044,30.07.2025 00:00:00,10S2020,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Sonstige Abfälle a.d. mech.Behandlung nach Offenbach,Sonstige Abfälle a.d.mech.Behandlung,"19,9400",to,MVA Offenbach,HavLog,,,Verwertung,Herkunft/Ziel,WI DS 558
5347045,31.07.2025 00:00:00,10S2020,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Sonstige Abfälle a.d. mech.Behandlung nach Offenbach,Sonstige Abfälle a.d.mech.Behandlung,"21,5700",to,MVA Offenbach,HavLog,,,Verwertung,Herkunft/Ziel,OF AM 585
5356705,04.08.2025 00:00:00,10S1040,02,Zeller Recycling GmbH,130725,Zeller,112024,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5356712,08.08.2025 00:00:00,10S1040,01,Zeller Recycling GmbH,130725,Zeller,112024,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5346974,31.07.2025 00:00:00,10S1040,02,Zeller Recycling GmbH,130725,Zeller,112024,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle zur Sortierung,"17,5800",to,Zeller Mutterstadt,Zeller Recycling,10384,Thum Transporte GmbH,Verwertung,Herkunft/Ziel,LB PT 7737
5346980,01.08.2025 00:00:00,10S1040,02,Zeller Recycling GmbH,130725,Zeller,112024,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5356572,05.08.2025 00:00:00,11S1043,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ELM,DS 365 Ersatzbrennstoffvorprodukt,"0,0000",to,ELM Heidenheim,ELM,11174,,Verwertung,Herkunft/Ziel,
5347002,30.07.2025 00:00:00,11S1043,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Juli,erledigt,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ELM,DS 365 Ersatzbrennstoffvorprodukt,"24,1100",to,ELM Heidenheim,ELM,11174,,Verwertung,Herkunft/Ziel,ES WM 229
5356761,08.08.2025 00:00:00,20P1031,01,KG Ludwig Melosch Vertriebs-GmbH & Co.,125889,Melosch,103090,Benningen,2,Aug.,zugeordnet,Output Benningen - Kartonage B19 Vertragsmenge zu Melosch,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Melosch Köln,Melosch Köln,9172,,Verwertung,Herkunft/Ziel,
5346971,07.08.2025 00:00:00,20P1031,02,KG Ludwig Melosch Vertriebs-GmbH & Co.,125889,Melosch,103090,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn Benzstraße - Kartonage B19 Vertragsmenge zu Melosch,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Melosch Köln,Melosch Köln,9172,,Verwertung,Herkunft/Ziel,
5347625,31.07.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"21,4700",to,BEB Steigra,BEB Steigra,11273,Hartung Spedition,Verwertung,Herkunft/Ziel,BLK XX 716
5346858,31.07.2025 00:00:00,45K1010,01,"Dyckerhoff GmbH
Werk Göllheim",142843,Dyckerhoff Göllheim,136041,Benningen,2,Juli,erledigt,Output Benningen - PKW-Reifen ohne Felgen,PKW-Reifen ohne Felgen,"10,3100",to,Dyckerhoff Göllheim,Dyckerhoff Göllheim,,,Verwertung,Herkunft/Ziel,PF E 830
5347956,31.07.2025 00:00:00,10S2020,02,Geminor GmbH,148474,Geminor,147652,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Brennbare Abfälle lose nach Bernburg,Sonstige Abfälle a.d.mech.Behandlung,"24,6400",to,PreZero Bernburg,Geminor,,,Verwertung,Herkunft/Ziel,FZ 9581T
5328459,05.08.2025 00:00:00,41K1010,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 310 Kunststoff-Folie zu Vogt-Plastic Handsortiert,DS 310 Kunststoff-Folie,"0,0000",to,Vogt Folienanlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5369757,31.07.2025 00:00:00,15B1025,09,Florian Klingenstein,156667,Klingenstein,164144,Engstingen,1181,Juli,erledigt,Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),"14,3000",to,vom Berge Ostrach,,,,,,
5369758,31.07.2025 00:00:00,15B1025,09,Florian Klingenstein,156667,Klingenstein,164144,Engstingen,1181,Juli,erledigt,Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),"14,2400",to,vom Berge Ostrach,,,,,,
5368898,05.08.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Offenbach,Kurz,,,Verwertung,Herkunft/Ziel,
5347411,01.08.2025 00:00:00,30H3040,12,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Walldorf,1631,Aug.,erledigt,Output FRASSUR - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"12,7200",to,Herbert,Herbert,,,Verwertung,Herkunft/Ziel,KG TH 128
5368961,05.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5347299,30.07.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Juli,erledigt,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"23,9400",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5346862,30.07.2025 00:00:00,51B1021,13,Minextra Mineral GmbH,171820,Minextra,203341,Frankfurt,1630,Juli,erledigt,Output MDW - Bauschutt Steinbach,Bauschutt,"25,1800",to,Minextra Steinbach,Minextra,,,Verwertung,Herkunft/Ziel,WI MX 108
5346865,31.07.2025 00:00:00,51B1021,13,Winfried Beiler GmbH,174359,Beiler,208980,Frankfurt,1630,Juli,erledigt,Output MDW - Bauschutt zu Beiler Groß-Gerau,Bauschutt,"25,3800",to,Beiler Groß-Gerau,Beiler,,,Verwertung,Herkunft/Ziel,WI BE 578
5340971,04.08.2025 00:00:00,20P2020,04,Essity Operations Mainz-Kostheim GmbH,170059,Essity,200124,AKTA Benningen,792,Aug.,zugeordnet,Output AKTA - Bunte Akten (2.05.00) zu Essity,Bunte Akten (2.05.00) Ausgang,"0,0000",to,Essity,Essity,,,Verwertung,Herkunft/Ziel,
5356713,06.08.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5346884,01.08.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5346886,31.07.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Schwaigern,4,Juli,zugeordnet,Output Schwaigern - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5347618,31.07.2025 00:00:00,30H1070,02,BH Stoffstrom GmbH,170317,BH,200652,Schwaigern,4,Juli,erledigt,Output Schwaigern - Holz AI Hackschnitzel zu EGGER St. Johann,Holz AI Hackschnitzel,"17,6400",to,Egger Sankt Johann,BH Stoffstrom,,,Verwertung,Herkunft/Ziel,WO 525 EO
5356920,07.08.2025 00:00:00,10S1040,13,Umweltdienste Bohn GmbH,165961,Bohn,183536,Frankfurt,1630,Aug.,zugeordnet,Output MDW - gemischte Siedlungsabfälle zur Sortierung zu B+M,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,B+M Recycling,Bohn,,,Verwertung,Herkunft/Ziel,
5356921,08.08.2025 00:00:00,10S1040,13,Umweltdienste Bohn GmbH,165961,Bohn,183536,Frankfurt,1630,Aug.,zugeordnet,Output MDW - gemischte Siedlungsabfälle zur Sortierung zu B+M,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,B+M Recycling,Bohn,,,Verwertung,Herkunft/Ziel,
5320319,26.08.2025 00:00:00,78M1010,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Kirchberg,923,Aug.,offen,Sammelschrott,Sammelschrott,"0,0000",to,Kämpf Stgt,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5275571,26.09.2025 00:00:00,90Z0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Zytostatika-Abfälle,Zytostatika-Abfälle - CAP 0001320,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,90T0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,"infektiöse Abfälle, tierisch","infektiöse Abfälle, tierisch - CAP 0001321","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275571,26.09.2025 00:00:00,80S1613,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,"Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten","Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten - CAP 0001322","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90Z0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Zytostatika-Abfälle,Zytostatika-Abfälle - CAP 0001320,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90T0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,"infektiöse Abfälle, tierisch","infektiöse Abfälle, tierisch - CAP 0001321","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275570,12.09.2025 00:00:00,80S1613,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Sept.,zugeordnet,"Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten","Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten - CAP 0001322","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5278981,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"20,0500",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,MB 85 SEG
5278981,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"20,0500",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,MB 85 SEG
5278981,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,MB 85 SEG
5278981,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,MB 85 SEG
5278984,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,
5278985,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,
5330681,29.08.2025 00:00:00,40K1010,02,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Heilbronn Austraße,358,Aug.,offen,ABR 40 offen Hofcontainer leeren,Folie bunt,"0,0000",to,Heilbronn Benzstraße,,,,Verwertung,Herkunft/Ziel,
5330681,29.08.2025 00:00:00,20P1020,02,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Heilbronn Austraße,358,Aug.,offen,ABR 40 offen Hofcontainer leeren,Mischpapier / Kartonagen,"0,0000",to,Heilbronn Benzstraße,,,,Verwertung,Herkunft/Ziel,
5356949,07.08.2025 00:00:00,30H2010,02,KURZ Recycling GmbH,100002,Schwaigern,50002,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Holz AII Bauholz nach Schwaigern,Holz AII Bauholz aus Holzwerkstoffen,"0,0000",to,Schwaigern,KURZ Recycling,8207,,Verwertung,Herkunft/Ziel,MOS TRANS
5350566,30.07.2025 00:00:00,40K3010,01,KURZ Recycling GmbH,100002,Öhringen,66660,Benningen,2,Juli,erledigt,Output Benningen - Styropor EPS weiß nach Öhringen,Styropor Gr. I,"0,3100",to,Öhringen,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9248
5350566,30.07.2025 00:00:00,40K3010,01,KURZ Recycling GmbH,100002,Öhringen,66660,Benningen,2,Juli,erledigt,Output Benningen - Styropor EPS weiß nach Öhringen,Styropor Gr. I,"0,3100",to,Öhringen,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9248
5350566,30.07.2025 00:00:00,40K3010,01,KURZ Recycling GmbH,100002,Öhringen,66660,Benningen,2,Juli,erledigt,Output Benningen - Styropor EPS weiß nach Öhringen,Styropor Gr. I,"0,4100",to,Öhringen,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9248
